Id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17853,27.0,Private,136448.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,low
25700,27.0,Private,194243.0,Prof-school,,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,low
10612,57.0,Federal-gov,199114.0,Bachelors,,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,2258.0,40.0,,low
735,35.0,Private,234901.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,low
29049,34.0,Private,98101.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,low
32035,40.0,Private,566537.0,,1.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,1672.0,40.0,Mexico,low
18940,65.0,Private,172906.0,HS-grad,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
22080,44.0,Private,105936.0,Assoc-acdm,12.0,,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States,low
2039,36.0,Private,83893.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,high
7013,27.0,Private,168827.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,United-States,low
17395,35.0,Private,82622.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,low
24888,54.0,Private,103580.0,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,55.0,United-States,high
30534,33.0,Private,87310.0,9th,5.0,Never-married,,Not-in-family,White,Male,0.0,0.0,50.0,United-States,low
6927,55.0,Private,109015.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,low
12857,60.0,Private,52900.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,low
15148,17.0,Private,34019.0,11th,7.0,Never-married,Other-service,,White,Male,0.0,0.0,20.0,United-States,low
17008,38.0,Local-gov,236687.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,,0.0,0.0,40.0,United-States,low
20666,38.0,Private,,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,56.0,United-States,low
31543,32.0,Self-emp-not-inc,420895.0,Bachelors,13.0,Married-civ-spouse,,Husband,,Male,0.0,0.0,47.0,United-States,low
2755,24.0,Private,211345.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,,low
1796,32.0,Private,35595.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,,40.0,,low
5023,34.0,Private,134886.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,,low
27256,18.0,Private,157131.0,12th,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,8.0,United-States,low
17345,65.0,Private,209831.0,,11.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,low
17677,37.0,Private,126675.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,57.0,United-States,low
26593,41.0,Private,124956.0,Bachelors,13.0,Separated,Prof-specialty,Not-in-family,Black,Female,99999.0,0.0,60.0,United-States,high
24245,32.0,Local-gov,186784.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,5013.0,0.0,45.0,United-States,low
22203,18.0,Local-gov,152182.0,10th,6.0,Never-married,,Own-child,White,,0.0,0.0,6.0,United-States,low
2935,50.0,Local-gov,177705.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,1740.0,48.0,United-States,low
16867,,,160167.0,Assoc-voc,11.0,,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,low
25197,,Private,118889.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
14028,43.0,Self-emp-not-inc,227298.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,,45.0,United-States,low
344,,State-gov,293364.0,Some-college,10.0,Never-married,Protective-serv,Own-child,Black,Female,0.0,0.0,40.0,United-States,low
11947,43.0,State-gov,,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
17231,58.0,Local-gov,271795.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
2700,56.0,Self-emp-not-inc,157486.0,10th,6.0,Divorced,Sales,Own-child,White,,0.0,0.0,40.0,United-States,low
20969,34.0,Private,36385.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2258.0,,United-States,low
31268,,Private,306440.0,Prof-school,15.0,Never-married,,Not-in-family,White,Male,0.0,0.0,66.0,France,low
28363,52.0,Self-emp-inc,,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,90.0,United-States,high
9466,44.0,Private,242861.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,40.0,United-States,low
144,70.0,Private,105376.0,Some-college,10.0,,Tech-support,Other-relative,White,,0.0,0.0,40.0,United-States,low
26545,32.0,Self-emp-inc,124919.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,,,high
12593,36.0,Self-emp-not-inc,207202.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,low
3440,23.0,Self-emp-inc,214542.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,,0.0,50.0,United-States,low
27026,19.0,Private,165306.0,Some-college,10.0,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Vietnam,low
19792,50.0,Private,,Bachelors,13.0,Divorced,Other-service,Not-in-family,White,Male,0.0,,40.0,United-States,low
30933,25.0,Private,27411.0,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
8925,25.0,Private,135568.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,,White,Male,,0.0,40.0,United-States,low
12469,27.0,Private,256764.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
21859,36.0,Private,147548.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,85.0,United-States,low
18471,43.0,Private,88233.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,low
3031,31.0,Private,327825.0,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,2238.0,40.0,,low
24224,26.0,Private,197967.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,,0.0,65.0,United-States,low
30825,21.0,Private,231866.0,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,low
9196,46.0,Private,153501.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,low
7696,40.0,Private,116103.0,Some-college,10.0,Separated,Craft-repair,Unmarried,White,Male,4934.0,0.0,47.0,United-States,high
23079,38.0,Private,168322.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,,low
24192,34.0,Private,37210.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,50.0,United-States,low
5484,49.0,Private,227800.0,7th-8th,4.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,32.0,United-States,low
32231,44.0,Private,33105.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,low
1474,22.0,Private,207940.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,36.0,United-States,low
13883,42.0,Private,265698.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,,United-States,low
8738,32.0,Private,169955.0,Some-college,10.0,Married-civ-spouse,Other-service,,White,Female,0.0,0.0,36.0,Puerto-Rico,low
29753,45.0,Self-emp-not-inc,123681.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,low
18837,19.0,Private,323810.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
32356,23.0,Private,133355.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,15.0,United-States,low
7025,21.0,Private,255685.0,Some-college,,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),low
31457,40.0,Private,226608.0,Some-college,10.0,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,30.0,Guatemala,high
31546,35.0,Private,48779.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,low
28308,51.0,Private,53197.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,high
8048,52.0,Private,190909.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,high
6894,27.0,Private,386040.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,Mexico,low
3020,51.0,State-gov,172962.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,0.0,40.0,United-States,high
23061,45.0,Private,275995.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,high
3335,53.0,Private,197492.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
4738,25.0,State-gov,129200.0,Some-college,10.0,Never-married,Transport-moving,,Black,Male,0.0,0.0,40.0,United-States,low
24850,48.0,Private,107231.0,Prof-school,,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,50.0,United-States,high
10705,44.0,Private,252202.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
8280,55.0,Local-gov,37869.0,Doctorate,16.0,,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,low
21162,49.0,Self-emp-inc,26502.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Male,6497.0,0.0,45.0,United-States,low
20573,22.0,Private,203182.0,Some-college,10.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,43.0,United-States,low
6444,51.0,Private,129177.0,HS-grad,9.0,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,low
10154,,Private,,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40.0,Jamaica,low
12783,22.0,,464103.0,1st-4th,2.0,Never-married,Craft-repair,Not-in-family,White,Male,,0.0,,Guatemala,low
9276,50.0,Local-gov,30682.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,low
17082,24.0,Private,440138.0,HS-grad,9.0,Never-married,Priv-house-serv,Not-in-family,White,Female,,0.0,45.0,England,low
23961,58.0,State-gov,279878.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,high
27645,59.0,Private,170104.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,,United-States,high
13765,72.0,Private,177769.0,10th,6.0,Married-civ-spouse,Sales,,White,Male,0.0,0.0,15.0,United-States,low
17074,17.0,Private,176467.0,9th,5.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,low
1898,25.0,Private,109872.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,low
15978,25.0,Private,160261.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,China,low
23374,38.0,Private,329980.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,low
15254,21.0,Private,347292.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
20140,,Private,198769.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,high
2642,27.0,Self-emp-inc,243871.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,45.0,United-States,low
20450,42.0,Self-emp-not-inc,217826.0,HS-grad,9.0,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,25.0,Jamaica,low
270,61.0,Private,69867.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,high
10716,57.0,Private,180920.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,high
25525,,Private,39606.0,Assoc-voc,11.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
14504,27.0,Private,139903.0,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,30.0,United-States,low
7405,55.0,Private,354923.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
3519,55.0,Private,52953.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,low
11704,25.0,Private,171236.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Female,0.0,0.0,40.0,United-States,low
31341,29.0,Private,,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,,,0.0,40.0,United-States,low
32380,48.0,,224474.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
15805,49.0,Local-gov,46537.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,594.0,0.0,10.0,United-States,low
4907,37.0,,38468.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
1610,58.0,Self-emp-not-inc,211547.0,12th,8.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,52.0,United-States,low
20774,21.0,Private,43535.0,Some-college,,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,,United-States,low
8461,38.0,Private,108140.0,Bachelors,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20.0,United-States,low
32544,31.0,Private,199655.0,Masters,14.0,Divorced,Other-service,Not-in-family,Other,,0.0,0.0,30.0,United-States,low
29269,,Local-gov,137537.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,,40.0,United-States,low
12769,44.0,Local-gov,101967.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,low
18537,44.0,Private,165815.0,9th,5.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,,low
16238,56.0,Private,32446.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,high
28779,24.0,Private,211391.0,10th,6.0,,Sales,Not-in-family,White,Female,,0.0,15.0,United-States,low
32507,50.0,Private,302372.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,low
13040,28.0,Private,190060.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,high
14473,53.0,Local-gov,233722.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,low
10500,39.0,Federal-gov,129573.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,1741.0,40.0,United-States,low
18070,30.0,Private,48829.0,HS-grad,9.0,Never-married,,Not-in-family,White,Female,0.0,1602.0,30.0,United-States,low
10359,32.0,Private,183811.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,,White,Male,2829.0,0.0,40.0,United-States,low
15237,22.0,Private,190429.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,,20.0,United-States,low
2649,28.0,Private,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,low
5447,20.0,Private,89991.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,32.0,United-States,low
30480,34.0,Local-gov,35683.0,Assoc-acdm,12.0,,Adm-clerical,Unmarried,White,Female,0.0,0.0,10.0,United-States,low
20323,34.0,Federal-gov,143766.0,Assoc-acdm,,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
667,42.0,Private,247019.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,high
5994,,Private,239755.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,low
2584,57.0,Private,348430.0,1st-4th,2.0,Divorced,,Unmarried,White,Male,0.0,0.0,40.0,Portugal,low
15714,38.0,Private,99388.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,El-Salvador,low
29405,23.0,Private,60409.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,,low
24954,17.0,,160968.0,11th,7.0,Never-married,Adm-clerical,Own-child,,,,0.0,16.0,United-States,low
8792,57.0,Private,200453.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,40.0,United-States,high
7638,31.0,Private,339482.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1848.0,40.0,United-States,high
26314,38.0,Private,252662.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
17739,42.0,Private,187294.0,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,low
22494,49.0,Self-emp-not-inc,43479.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,low
31042,34.0,Private,42900.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,high
21614,62.0,Private,94318.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,high
7716,58.0,Self-emp-not-inc,222311.0,HS-grad,9.0,Married-civ-spouse,Other-service,,White,Male,7688.0,0.0,55.0,United-States,high
29696,32.0,Private,29933.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,,United-States,high
28963,55.0,Private,206487.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,high
27410,51.0,Private,202752.0,HS-grad,,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,low
30296,22.0,Private,48988.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,low
4822,51.0,Private,182187.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,35.0,United-States,low
8391,21.0,Local-gov,276840.0,12th,8.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20.0,United-States,low
8718,29.0,Self-emp-not-inc,240172.0,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,,50.0,United-States,low
7003,32.0,Private,213887.0,,10.0,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,45.0,United-States,low
30076,32.0,Private,167990.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,high
26436,32.0,Private,,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
4938,31.0,Private,47296.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,,Female,0.0,1740.0,20.0,United-States,low
786,61.0,Self-emp-not-inc,36671.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2352.0,50.0,United-States,low
24264,58.0,Local-gov,259216.0,9th,5.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,,low
26865,50.0,Private,339954.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,40.0,United-States,high
12628,27.0,Private,,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,low
